var,all_models_p_05,all_models_coef_pos_05,all_models_coef_neg_05,all_models_coef_min_05,all_models_coef_max_05,all_models_p_01,all_models_coef_pos_01,all_models_coef_neg_01,all_models_coef_min_01,all_models_coef_max_01,var,Y_models_p_05,Y_models_coef_pos_05,Y_models_coef_neg_05,Y_models_coef_min_05,Y_models_coef_max_05,Y_models_p_01,Y_models_coef_pos_01,Y_models_coef_neg_01,Y_models_coef_min_01,Y_models_coef_max_01,var,Q_models_p_05,Q_models_coef_pos_05,Q_models_coef_neg_05,Q_models_coef_min_05,Q_models_coef_max_05,Q_models_p_01,Q_models_coef_pos_01,Q_models_coef_neg_01,Q_models_coef_min_01,Q_models_coef_max_01,var,B_models_p_05,B_models_coef_pos_05,B_models_coef_neg_05,B_models_coef_min_05,B_models_coef_max_05,B_models_p_01,B_models_coef_pos_01,B_models_coef_neg_01,B_models_coef_min_01,B_models_coef_max_01,var,C_models_p_05,C_models_coef_pos_05,C_models_coef_neg_05,C_models_coef_min_05,C_models_coef_max_05,C_models_p_01,C_models_coef_pos_01,C_models_coef_neg_01,C_models_coef_min_01,C_models_coef_max_01,var,V_models_p_05,V_models_coef_pos_05,V_models_coef_neg_05,V_models_coef_min_05,V_models_coef_max_05,V_models_p_01,V_models_coef_pos_01,V_models_coef_neg_01,V_models_coef_min_01,V_models_coef_max_01,var,SSV_models_p_05,SSV_models_coef_pos_05,SSV_models_coef_neg_05,SSV_models_coef_min_05,SSV_models_coef_max_05,SSV_models_p_01,SSV_models_coef_pos_01,SSV_models_coef_neg_01,SSV_models_coef_min_01,SSV_models_coef_max_01,var,PP_models_p_05,PP_models_coef_pos_05,PP_models_coef_neg_05,PP_models_coef_min_05,PP_models_coef_max_05,PP_models_p_01,PP_models_coef_pos_01,PP_models_coef_neg_01,PP_models_coef_min_01,PP_models_coef_max_01,var,l1_models_p_05,l1_models_coef_pos_05,l1_models_coef_neg_05,l1_models_coef_min_05,l1_models_coef_max_05,l1_models_p_01,l1_models_coef_pos_01,l1_models_coef_neg_01,l1_models_coef_min_01,l1_models_coef_max_01,var,l2_models_p_05,l2_models_coef_pos_05,l2_models_coef_neg_05,l2_models_coef_min_05,l2_models_coef_max_05,l2_models_p_01,l2_models_coef_pos_01,l2_models_coef_neg_01,l2_models_coef_min_01,l2_models_coef_max_01,var,l3_models_p_05,l3_models_coef_pos_05,l3_models_coef_neg_05,l3_models_coef_min_05,l3_models_coef_max_05,l3_models_p_01,l3_models_coef_pos_01,l3_models_coef_neg_01,l3_models_coef_min_01,l3_models_coef_max_01,var,l4_models_p_05,l4_models_coef_pos_05,l4_models_coef_neg_05,l4_models_coef_min_05,l4_models_coef_max_05,l4_models_p_01,l4_models_coef_pos_01,l4_models_coef_neg_01,l4_models_coef_min_01,l4_models_coef_max_01
sp77_409,8,1,7,1.76E-10,7449.195,5,1,4,1.76E-10,7449.195,sp77_409,3,1,2,0.6406428,7449.195,2,1,1,0.6406428,7449.195,sp77_409,5,0,5,1.76E-10,0.9643277,3,0,3,1.76E-10,0.9643277,sp77_409,2,1,1,0.9643277,7449.195,2,1,1,0.9643277,7449.195,sp77_409,6,0,6,1.76E-10,0.6416511,3,0,3,1.76E-10,0.6406428,sp77_409,0,0,0,NA,NA,0,0,0,NA,NA,sp77_409,7,1,6,1.76E-10,7449.195,4,1,3,1.76E-10,7449.195,sp77_409,1,0,1,0.9643277,0.9643277,1,0,1,0.9643277,0.9643277,sp77_409,2,0,2,1.76E-10,0.9643277,2,0,2,1.76E-10,0.9643277,sp77_409,1,0,1,0.3074164,0.3074164,0,0,0,NA,NA,sp77_409,2,0,2,0.1823415,0.6416511,0,0,0,NA,NA,sp77_409,3,1,2,0.2367091,7449.195,3,1,2,0.2367091,7449.195
sp77_410,2,2,0,1.000587,1.001125,0,0,0,NA,NA,sp77_410,1,1,0,1.000587,1.000587,0,0,0,NA,NA,sp77_410,1,1,0,1.001125,1.001125,0,0,0,NA,NA,sp77_410,2,2,0,1.000587,1.001125,0,0,0,NA,NA,sp77_410,0,0,0,NA,NA,0,0,0,NA,NA,sp77_410,0,0,0,NA,NA,0,0,0,NA,NA,sp77_410,0,0,0,NA,NA,0,0,0,NA,NA,sp77_410,2,2,0,1.000587,1.001125,0,0,0,NA,NA,sp77_410,0,0,0,NA,NA,0,0,0,NA,NA,sp77_410,0,0,0,NA,NA,0,0,0,NA,NA,sp77_410,0,0,0,NA,NA,0,0,0,NA,NA,sp77_410,2,2,0,1.000587,1.001125,0,0,0,NA,NA
sp77_411,21,1,20,3.86E-10,2.252473,15,1,14,3.86E-10,2.252473,sp77_411,15,0,15,0.0271066,0.9973694,11,0,11,0.0271066,0.9973694,sp77_411,6,1,5,3.86E-10,2.252473,4,1,3,3.86E-10,2.252473,sp77_411,11,0,11,0.0271066,0.9878235,8,0,8,0.0271066,0.9847555,sp77_411,10,1,9,3.86E-10,2.252473,7,1,6,3.86E-10,2.252473,sp77_411,6,0,6,0.0271066,0.8685186,3,0,3,0.0271066,0.8685186,sp77_411,8,1,7,3.86E-10,2.252473,7,1,6,3.86E-10,2.252473,sp77_411,7,0,7,0.9468431,0.9973694,5,0,5,0.9468431,0.9973694,sp77_411,5,1,4,0.0320912,2.252473,3,1,2,0.6898493,2.252473,sp77_411,4,0,4,3.86E-10,0.9520885,4,0,4,3.86E-10,0.9520885,sp77_411,5,0,5,0.4041842,0.9878235,2,0,2,0.4041842,0.9797579,sp77_411,7,0,7,0.4816757,0.9973694,6,0,6,0.4816757,0.9973694
sp77_412,6,5,1,0.9309686,1.972312,2,1,1,0.9309686,1.626419,sp77_412,3,2,1,0.9309686,1.463723,1,0,1,0.9309686,0.9309686,sp77_412,3,3,0,1.239454,1.972312,1,1,0,1.626419,1.626419,sp77_412,4,4,0,1.389109,1.972312,1,1,0,1.626419,1.626419,sp77_412,2,1,1,0.9309686,1.239454,1,0,1,0.9309686,0.9309686,sp77_412,3,3,0,1.239454,1.626419,1,1,0,1.626419,1.626419,sp77_412,3,2,1,0.9309686,1.972312,1,0,1,0.9309686,0.9309686,sp77_412,0,0,0,NA,NA,0,0,0,NA,NA,sp77_412,1,1,0,1.239454,1.239454,0,0,0,NA,NA,sp77_412,0,0,0,NA,NA,0,0,0,NA,NA,sp77_412,3,3,0,1.389109,1.972312,1,1,0,1.626419,1.626419,sp77_412,2,1,1,0.9309686,1.463723,1,0,1,0.9309686,0.9309686
sp77_413,9,3,6,0.0010555,1.868538,8,2,6,0.0010555,1.868538,sp77_413,5,2,3,0.0010555,1.868538,4,1,3,0.0010555,1.868538,sp77_413,4,1,3,0.3187919,1.576222,4,1,3,0.3187919,1.576222,sp77_413,1,0,1,0.0010555,0.0010555,1,0,1,0.0010555,0.0010555,sp77_413,8,3,5,0.3187919,1.868538,7,2,5,0.3187919,1.868538,sp77_413,2,0,2,0.0010555,0.6662065,2,0,2,0.0010555,0.6662065,sp77_413,7,3,4,0.3187919,1.868538,6,2,4,0.3187919,1.868538,sp77_413,0,0,0,NA,NA,0,0,0,NA,NA,sp77_413,3,1,2,0.3187919,1.868538,3,1,2,0.3187919,1.868538,sp77_413,1,0,1,0.6908844,0.6908844,1,0,1,0.6908844,0.6908844,sp77_413,2,0,2,0.6373788,0.8674134,2,0,2,0.6373788,0.8674134,sp77_413,3,2,1,0.0010555,1.576222,2,1,1,0.0010555,1.576222
sp77_500,5,3,2,0.9333718,20.90299,2,2,0,6.78181,20.90299,sp77_500,4,2,2,0.9333718,20.90299,2,2,0,6.78181,20.90299,sp77_500,1,1,0,1.014347,1.014347,0,0,0,NA,NA,sp77_500,3,3,0,1.014347,20.90299,2,2,0,6.78181,20.90299,sp77_500,2,0,2,0.9333718,0.9457176,0,0,0,NA,NA,sp77_500,2,1,1,0.9333718,20.90299,1,1,0,20.90299,20.90299,sp77_500,2,1,1,0.9457176,6.78181,1,1,0,6.78181,6.78181,sp77_500,1,1,0,1.014347,1.014347,0,0,0,NA,NA,sp77_500,3,3,0,1.014347,20.90299,2,2,0,6.78181,20.90299,sp77_500,0,0,0,NA,NA,0,0,0,NA,NA,sp77_500,1,0,1,0.9457176,0.9457176,0,0,0,NA,NA,sp77_500,1,0,1,0.9333718,0.9333718,0,0,0,NA,NA
sp77_501,2,2,0,1.009096,1.834984,0,0,0,NA,NA,sp77_501,0,0,0,NA,NA,0,0,0,NA,NA,sp77_501,2,2,0,1.009096,1.834984,0,0,0,NA,NA,sp77_501,2,2,0,1.009096,1.834984,0,0,0,NA,NA,sp77_501,0,0,0,NA,NA,0,0,0,NA,NA,sp77_501,1,1,0,1.834984,1.834984,0,0,0,NA,NA,sp77_501,0,0,0,NA,NA,0,0,0,NA,NA,sp77_501,1,1,0,1.009096,1.009096,0,0,0,NA,NA,sp77_501,0,0,0,NA,NA,0,0,0,NA,NA,sp77_501,2,2,0,1.009096,1.834984,0,0,0,NA,NA,sp77_501,0,0,0,NA,NA,0,0,0,NA,NA,sp77_501,0,0,0,NA,NA,0,0,0,NA,NA
sp77_502,6,2,4,0.9304784,1.067968,4,2,2,0.9641685,1.067968,sp77_502,2,0,2,0.9848565,0.9908332,1,0,1,0.9848565,0.9848565,sp77_502,4,2,2,0.9304784,1.067968,3,2,1,0.9641685,1.067968,sp77_502,3,1,2,0.9304784,1.067968,2,1,1,0.9848565,1.067968,sp77_502,3,1,2,0.9641685,1.036756,2,1,1,0.9641685,1.036756,sp77_502,1,0,1,0.9848565,0.9848565,1,0,1,0.9848565,0.9848565,sp77_502,5,2,3,0.9304784,1.067968,3,2,1,0.9641685,1.067968,sp77_502,0,0,0,NA,NA,0,0,0,NA,NA,sp77_502,0,0,0,NA,NA,0,0,0,NA,NA,sp77_502,0,0,0,NA,NA,0,0,0,NA,NA,sp77_502,3,0,3,0.9304784,0.9908332,1,0,1,0.9641685,0.9641685,sp77_502,3,2,1,0.9848565,1.067968,3,2,1,0.9848565,1.067968
sp77_502_1,9,9,0,1.010805,24.34539,5,5,0,1.03572,24.34539,sp77_502_1,1,1,0,2.034089,2.034089,0,0,0,NA,NA,sp77_502_1,8,8,0,1.010805,24.34539,5,5,0,1.03572,24.34539,sp77_502_1,4,4,0,1.03572,24.34539,3,3,0,1.03572,24.34539,sp77_502_1,5,5,0,1.010805,2.301971,2,2,0,1.892124,2.253323,sp77_502_1,2,2,0,2.301971,24.34539,1,1,0,24.34539,24.34539,sp77_502_1,3,3,0,1.892124,2.253323,2,2,0,1.892124,2.253323,sp77_502_1,4,4,0,1.010805,1.057434,2,2,0,1.03572,1.057434,sp77_502_1,4,4,0,1.010805,2.301971,1,1,0,2.253323,2.253323,sp77_502_1,3,3,0,1.057434,24.34539,2,2,0,1.057434,24.34539,sp77_502_1,2,2,0,1.03572,1.892124,2,2,0,1.03572,1.892124,sp77_502_1,0,0,0,NA,NA,0,0,0,NA,NA
sp77_502_2,5,5,0,1.000461,1.218459,1,1,0,1.024827,1.024827,sp77_502_2,4,4,0,1.000461,1.05065,1,1,0,1.024827,1.024827,sp77_502_2,1,1,0,1.218459,1.218459,0,0,0,NA,NA,sp77_502_2,1,1,0,1.012416,1.012416,0,0,0,NA,NA,sp77_502_2,4,4,0,1.000461,1.218459,1,1,0,1.024827,1.024827,sp77_502_2,1,1,0,1.024827,1.024827,1,1,0,1.024827,1.024827,sp77_502_2,2,2,0,1.05065,1.218459,0,0,0,NA,NA,sp77_502_2,2,2,0,1.000461,1.012416,0,0,0,NA,NA,sp77_502_2,0,0,0,NA,NA,0,0,0,NA,NA,sp77_502_2,1,1,0,1.012416,1.012416,0,0,0,NA,NA,sp77_502_2,0,0,0,NA,NA,0,0,0,NA,NA,sp77_502_2,4,4,0,1.000461,1.218459,1,1,0,1.024827,1.024827
sp77_503,4,1,3,0.5505616,1.005885,1,0,1,0.6088425,0.6088425,sp77_503,2,0,2,0.6088425,0.8014533,1,0,1,0.6088425,0.6088425,sp77_503,2,1,1,0.5505616,1.005885,0,0,0,NA,NA,sp77_503,3,0,3,0.5505616,0.8014533,1,0,1,0.6088425,0.6088425,sp77_503,1,1,0,1.005885,1.005885,0,0,0,NA,NA,sp77_503,1,0,1,0.8014533,0.8014533,0,0,0,NA,NA,sp77_503,2,0,2,0.5505616,0.6088425,1,0,1,0.6088425,0.6088425,sp77_503,1,1,0,1.005885,1.005885,0,0,0,NA,NA,sp77_503,0,0,0,NA,NA,0,0,0,NA,NA,sp77_503,1,1,0,1.005885,1.005885,0,0,0,NA,NA,sp77_503,3,0,3,0.5505616,0.8014533,1,0,1,0.6088425,0.6088425,sp77_503,0,0,0,NA,NA,0,0,0,NA,NA
sp77_503_1,6,2,4,0.0283153,15.65431,4,1,3,0.1610773,1.879568,sp77_503_1,2,0,2,0.0283153,0.548768,1,0,1,0.548768,0.548768,sp77_503_1,4,2,2,0.1610773,15.65431,3,1,2,0.1610773,1.879568,sp77_503_1,4,1,3,0.0283153,15.65431,2,0,2,0.1610773,0.548768,sp77_503_1,2,1,1,0.4485152,1.879568,2,1,1,0.4485152,1.879568,sp77_503_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_503_1,6,2,4,0.0283153,15.65431,4,1,3,0.1610773,1.879568,sp77_503_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_503_1,1,0,1,0.0283153,0.0283153,0,0,0,NA,NA,sp77_503_1,1,1,0,15.65431,15.65431,0,0,0,NA,NA,sp77_503_1,2,0,2,0.1610773,0.4485152,2,0,2,0.1610773,0.4485152,sp77_503_1,2,1,1,0.548768,1.879568,2,1,1,0.548768,1.879568
sp77_504,6,0,6,0.9080295,0.998645,1,0,1,0.9921579,0.9921579,sp77_504,3,0,3,0.9921579,0.998645,1,0,1,0.9921579,0.9921579,sp77_504,3,0,3,0.9080295,0.9978227,0,0,0,NA,NA,sp77_504,4,0,4,0.9921579,0.998645,1,0,1,0.9921579,0.9921579,sp77_504,2,0,2,0.9080295,0.9978227,0,0,0,NA,NA,sp77_504,1,0,1,0.9080295,0.9080295,0,0,0,NA,NA,sp77_504,0,0,0,NA,NA,0,0,0,NA,NA,sp77_504,5,0,5,0.9921579,0.998645,1,0,1,0.9921579,0.9921579,sp77_504,4,0,4,0.9080295,0.9978227,1,0,1,0.9921579,0.9921579,sp77_504,1,0,1,0.9936032,0.9936032,0,0,0,NA,NA,sp77_504,0,0,0,NA,NA,0,0,0,NA,NA,sp77_504,1,0,1,0.998645,0.998645,0,0,0,NA,NA
sp77_505,4,0,4,0.8750909,0.9997746,2,0,2,0.8750909,0.9997746,sp77_505,3,0,3,0.9651579,0.9997746,1,0,1,0.9997746,0.9997746,sp77_505,1,0,1,0.8750909,0.8750909,1,0,1,0.8750909,0.8750909,sp77_505,0,0,0,NA,NA,0,0,0,NA,NA,sp77_505,4,0,4,0.8750909,0.9997746,2,0,2,0.8750909,0.9997746,sp77_505,0,0,0,NA,NA,0,0,0,NA,NA,sp77_505,3,0,3,0.8750909,0.9761808,1,0,1,0.8750909,0.8750909,sp77_505,1,0,1,0.9997746,0.9997746,1,0,1,0.9997746,0.9997746,sp77_505,0,0,0,NA,NA,0,0,0,NA,NA,sp77_505,0,0,0,NA,NA,0,0,0,NA,NA,sp77_505,2,0,2,0.8750909,0.9651579,1,0,1,0.8750909,0.8750909,sp77_505,2,0,2,0.9761808,0.9997746,1,0,1,0.9997746,0.9997746
sp77_506,8,1,7,0.7105424,1.069352,0,0,0,NA,NA,sp77_506,0,0,0,NA,NA,0,0,0,NA,NA,sp77_506,8,1,7,0.7105424,1.069352,0,0,0,NA,NA,sp77_506,4,0,4,0.7105424,0.9980749,0,0,0,NA,NA,sp77_506,4,1,3,0.8231677,1.069352,0,0,0,NA,NA,sp77_506,5,1,4,0.7105424,1.069352,0,0,0,NA,NA,sp77_506,0,0,0,NA,NA,0,0,0,NA,NA,sp77_506,3,0,3,0.9937123,0.9980749,0,0,0,NA,NA,sp77_506,4,0,4,0.7105424,0.9960719,0,0,0,NA,NA,sp77_506,1,1,0,1.069352,1.069352,0,0,0,NA,NA,sp77_506,2,0,2,0.9204243,0.9980749,0,0,0,NA,NA,sp77_506,1,0,1,0.9655409,0.9655409,0,0,0,NA,NA
sp77_506_1,2,2,0,1.118118,1.502789,2,2,0,1.118118,1.502789,sp77_506_1,1,1,0,1.118118,1.118118,1,1,0,1.118118,1.118118,sp77_506_1,1,1,0,1.502789,1.502789,1,1,0,1.502789,1.502789,sp77_506_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_506_1,2,2,0,1.118118,1.502789,2,2,0,1.118118,1.502789,sp77_506_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_506_1,2,2,0,1.118118,1.502789,2,2,0,1.118118,1.502789,sp77_506_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_506_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_506_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_506_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_506_1,2,2,0,1.118118,1.502789,2,2,0,1.118118,1.502789
sp77_507,2,1,1,0.7618513,1.30048,0,0,0,NA,NA,sp77_507,1,1,0,1.30048,1.30048,0,0,0,NA,NA,sp77_507,1,0,1,0.7618513,0.7618513,0,0,0,NA,NA,sp77_507,0,0,0,NA,NA,0,0,0,NA,NA,sp77_507,2,1,1,0.7618513,1.30048,0,0,0,NA,NA,sp77_507,1,0,1,0.7618513,0.7618513,0,0,0,NA,NA,sp77_507,1,1,0,1.30048,1.30048,0,0,0,NA,NA,sp77_507,0,0,0,NA,NA,0,0,0,NA,NA,sp77_507,0,0,0,NA,NA,0,0,0,NA,NA,sp77_507,2,1,1,0.7618513,1.30048,0,0,0,NA,NA,sp77_507,0,0,0,NA,NA,0,0,0,NA,NA,sp77_507,0,0,0,NA,NA,0,0,0,NA,NA
sp77_508,7,3,4,0.9269687,1.817,2,1,1,0.9967949,1.112809,sp77_508,6,3,3,0.9269687,1.817,1,1,0,1.112809,1.112809,sp77_508,1,0,1,0.9967949,0.9967949,1,0,1,0.9967949,0.9967949,sp77_508,1,1,0,1.817,1.817,0,0,0,NA,NA,sp77_508,6,2,4,0.9269687,1.459132,2,1,1,0.9967949,1.112809,sp77_508,2,1,1,0.9424296,1.817,0,0,0,NA,NA,sp77_508,3,2,1,0.9269687,1.459132,1,1,0,1.112809,1.112809,sp77_508,2,0,2,0.9967949,0.9992948,1,0,1,0.9967949,0.9967949,sp77_508,0,0,0,NA,NA,0,0,0,NA,NA,sp77_508,2,2,0,1.459132,1.817,0,0,0,NA,NA,sp77_508,2,1,1,0.9424296,1.112809,1,1,0,1.112809,1.112809,sp77_508,3,0,3,0.9269687,0.9992948,1,0,1,0.9967949,0.9967949
sp77_508_1,8,6,2,3.51E-09,1.393086,5,4,1,3.51E-09,1.393086,sp77_508_1,5,4,1,0.9913831,1.393086,3,3,0,1.002216,1.393086,sp77_508_1,3,2,1,3.51E-09,1.236301,2,1,1,3.51E-09,1.00977,sp77_508_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_508_1,8,6,2,3.51E-09,1.393086,5,4,1,3.51E-09,1.393086,sp77_508_1,2,2,0,1.070941,1.236301,1,1,0,1.070941,1.070941,sp77_508_1,3,2,1,3.51E-09,1.393086,2,1,1,3.51E-09,1.393086,sp77_508_1,3,2,1,0.9913831,1.00977,2,2,0,1.002216,1.00977,sp77_508_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_508_1,2,0,2,3.51E-09,0.9913831,1,0,1,3.51E-09,3.51E-09,sp77_508_1,1,1,0,1.393086,1.393086,1,1,0,1.393086,1.393086,sp77_508_1,5,5,0,1.002216,1.236301,3,3,0,1.002216,1.070941
sp77_509,11,0,11,0.4975454,0.9608094,4,0,4,0.4975454,0.9608094,sp77_509,5,0,5,0.4975454,0.9608094,2,0,2,0.4975454,0.9608094,sp77_509,6,0,6,0.6015228,0.8390904,2,0,2,0.7993929,0.8390904,sp77_509,5,0,5,0.4975454,0.8053861,2,0,2,0.4975454,0.7993929,sp77_509,6,0,6,0.7599633,0.9608094,2,0,2,0.8390904,0.9608094,sp77_509,1,0,1,0.7711975,0.7711975,0,0,0,NA,NA,sp77_509,10,0,10,0.4975454,0.9608094,4,0,4,0.4975454,0.9608094,sp77_509,0,0,0,NA,NA,0,0,0,NA,NA,sp77_509,0,0,0,NA,NA,0,0,0,NA,NA,sp77_509,5,0,5,0.4975454,0.8081169,1,0,1,0.4975454,0.4975454,sp77_509,3,0,3,0.8053861,0.9443527,0,0,0,NA,NA,sp77_509,3,0,3,0.7993929,0.9608094,3,0,3,0.7993929,0.9608094
sp77_510,10,1,9,0.0851258,1.04439,8,0,8,0.0851258,0.9793585,sp77_510,2,0,2,0.3587574,0.6705131,1,0,1,0.3587574,0.3587574,sp77_510,8,1,7,0.0851258,1.04439,7,0,7,0.0851258,0.9793585,sp77_510,5,1,4,0.0851258,1.04439,4,0,4,0.0851258,0.3587574,sp77_510,5,0,5,0.5287176,0.9793585,4,0,4,0.5287176,0.9793585,sp77_510,2,0,2,0.1223626,0.5324274,2,0,2,0.1223626,0.5324274,sp77_510,6,0,6,0.0851258,0.6705131,5,0,5,0.0851258,0.56203,sp77_510,2,1,1,0.9793585,1.04439,1,0,1,0.9793585,0.9793585,sp77_510,2,0,2,0.0851258,0.56203,2,0,2,0.0851258,0.56203,sp77_510,5,0,5,0.1059104,0.6705131,4,0,4,0.1059104,0.5324274,sp77_510,1,1,0,1.04439,1.04439,0,0,0,NA,NA,sp77_510,2,0,2,0.3587574,0.9793585,2,0,2,0.3587574,0.9793585
sp77_511,6,0,6,0.2918569,0.9864919,2,0,2,0.2931712,0.9864919,sp77_511,2,0,2,0.2931712,0.7095986,1,0,1,0.2931712,0.2931712,sp77_511,4,0,4,0.2918569,0.9864919,1,0,1,0.9864919,0.9864919,sp77_511,6,0,6,0.2918569,0.9864919,2,0,2,0.2931712,0.9864919,sp77_511,0,0,0,NA,NA,0,0,0,NA,NA,sp77_511,4,0,4,0.2918569,0.7095986,1,0,1,0.2931712,0.2931712,sp77_511,0,0,0,NA,NA,0,0,0,NA,NA,sp77_511,2,0,2,0.9777679,0.9864919,1,0,1,0.9864919,0.9864919,sp77_511,0,0,0,NA,NA,0,0,0,NA,NA,sp77_511,3,0,3,0.2918569,0.9777679,1,0,1,0.2931712,0.2931712,sp77_511,3,0,3,0.5291145,0.9864919,1,0,1,0.9864919,0.9864919,sp77_511,0,0,0,NA,NA,0,0,0,NA,NA
sp77_512,3,0,3,0.9642283,0.9998612,0,0,0,NA,NA,sp77_512,2,0,2,0.9642283,0.9998612,0,0,0,NA,NA,sp77_512,1,0,1,0.9994142,0.9994142,0,0,0,NA,NA,sp77_512,0,0,0,NA,NA,0,0,0,NA,NA,sp77_512,3,0,3,0.9642283,0.9998612,0,0,0,NA,NA,sp77_512,1,0,1,0.9642283,0.9642283,0,0,0,NA,NA,sp77_512,0,0,0,NA,NA,0,0,0,NA,NA,sp77_512,2,0,2,0.9994142,0.9998612,0,0,0,NA,NA,sp77_512,1,0,1,0.9642283,0.9642283,0,0,0,NA,NA,sp77_512,0,0,0,NA,NA,0,0,0,NA,NA,sp77_512,0,0,0,NA,NA,0,0,0,NA,NA,sp77_512,2,0,2,0.9994142,0.9998612,0,0,0,NA,NA
sp77_513,3,0,3,0.8151733,0.9959114,0,0,0,NA,NA,sp77_513,0,0,0,NA,NA,0,0,0,NA,NA,sp77_513,3,0,3,0.8151733,0.9959114,0,0,0,NA,NA,sp77_513,2,0,2,0.8151733,0.9959114,0,0,0,NA,NA,sp77_513,1,0,1,0.9062155,0.9062155,0,0,0,NA,NA,sp77_513,2,0,2,0.8151733,0.9062155,0,0,0,NA,NA,sp77_513,0,0,0,NA,NA,0,0,0,NA,NA,sp77_513,1,0,1,0.9959114,0.9959114,0,0,0,NA,NA,sp77_513,0,0,0,NA,NA,0,0,0,NA,NA,sp77_513,3,0,3,0.8151733,0.9959114,0,0,0,NA,NA,sp77_513,0,0,0,NA,NA,0,0,0,NA,NA,sp77_513,0,0,0,NA,NA,0,0,0,NA,NA
sp77_514,21,6,15,1.58E-11,4.693598,16,4,12,1.58E-11,4.693598,sp77_514,12,3,9,0.0008235,3.157286,10,2,8,0.0008235,3.157286,sp77_514,9,3,6,1.58E-11,4.693598,6,2,4,1.58E-11,4.693598,sp77_514,12,2,10,0.0008235,2.74845,9,0,9,0.0008235,0.9742203,sp77_514,9,4,5,1.58E-11,4.693598,7,4,3,1.58E-11,4.693598,sp77_514,4,0,4,0.0049334,0.5336781,4,0,4,0.0049334,0.5336781,sp77_514,11,5,6,1.58E-11,4.693598,7,4,3,1.58E-11,4.693598,sp77_514,6,1,5,0.9081981,1.017338,5,0,5,0.9081981,0.9822002,sp77_514,5,0,5,1.58E-11,0.970212,4,0,4,1.58E-11,0.970212,sp77_514,5,2,3,0.0409496,4.693598,5,2,3,0.0409496,4.693598,sp77_514,6,3,3,0.2927525,2.74845,5,2,3,0.2927525,1.855586,sp77_514,5,1,4,0.0008235,1.017338,2,0,2,0.0008235,0.7056627
sp77_515,4,1,3,1.29E-11,3.412973,3,0,3,1.29E-11,0.7023105,sp77_515,0,0,0,NA,NA,0,0,0,NA,NA,sp77_515,4,1,3,1.29E-11,3.412973,3,0,3,1.29E-11,0.7023105,sp77_515,0,0,0,NA,NA,0,0,0,NA,NA,sp77_515,4,1,3,1.29E-11,3.412973,3,0,3,1.29E-11,0.7023105,sp77_515,0,0,0,NA,NA,0,0,0,NA,NA,sp77_515,3,1,2,1.29E-11,3.412973,2,0,2,1.29E-11,8.51E-10,sp77_515,1,0,1,0.7023105,0.7023105,1,0,1,0.7023105,0.7023105,sp77_515,2,0,2,8.51E-10,0.7023105,2,0,2,8.51E-10,0.7023105,sp77_515,1,1,0,3.412973,3.412973,0,0,0,NA,NA,sp77_515,0,0,0,NA,NA,0,0,0,NA,NA,sp77_515,1,0,1,1.29E-11,1.29E-11,1,0,1,1.29E-11,1.29E-11
sp77_516,9,0,9,0.934642,0.9995761,2,0,2,0.999322,0.9995568,sp77_516,5,0,5,0.9532252,0.9995761,1,0,1,0.999322,0.999322,sp77_516,4,0,4,0.934642,0.9995568,1,0,1,0.9995568,0.9995568,sp77_516,2,0,2,0.9532252,0.9993179,0,0,0,NA,NA,sp77_516,7,0,7,0.934642,0.9995761,2,0,2,0.999322,0.9995568,sp77_516,2,0,2,0.9797834,0.9935879,0,0,0,NA,NA,sp77_516,2,0,2,0.934642,0.9532252,0,0,0,NA,NA,sp77_516,5,0,5,0.9991445,0.9995761,2,0,2,0.999322,0.9995568,sp77_516,1,0,1,0.999322,0.999322,1,0,1,0.999322,0.999322,sp77_516,2,0,2,0.9991445,0.9995761,0,0,0,NA,NA,sp77_516,5,0,5,0.934642,0.9995568,1,0,1,0.9995568,0.9995568,sp77_516,1,0,1,0.9532252,0.9532252,0,0,0,NA,NA
sp77_600,10,10,0,1.001719,3.174327,3,3,0,1.006528,1.176224,sp77_600,6,6,0,1.001719,3.174327,3,3,0,1.006528,1.176224,sp77_600,4,4,0,1.006149,1.467352,0,0,0,NA,NA,sp77_600,5,5,0,1.006149,3.174327,2,2,0,1.006528,1.025618,sp77_600,5,5,0,1.001719,1.390894,1,1,0,1.176224,1.176224,sp77_600,5,5,0,1.176224,3.174327,1,1,0,1.176224,1.176224,sp77_600,0,0,0,NA,NA,0,0,0,NA,NA,sp77_600,5,5,0,1.001719,1.025618,2,2,0,1.006528,1.025618,sp77_600,0,0,0,NA,NA,0,0,0,NA,NA,sp77_600,4,4,0,1.004752,3.174327,1,1,0,1.025618,1.025618,sp77_600,6,6,0,1.001719,1.467352,2,2,0,1.006528,1.176224,sp77_600,0,0,0,NA,NA,0,0,0,NA,NA
